uid,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24
4jw2,train,train,val,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train
4jw3,train,train,train,val,train,val,val,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train
4k1r,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train
4k24,train,train,train,val,train,train,val,train,val,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val,train
4k2u,train,train,train,train,val,train,val,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train
4k3j,train,train,train,train,train,train,train,train,train,val,val,train,val,val,train,train,train,val,train,train,train,val,val,train,train
4k5a,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train
4k5b,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train
4k81,train,val,val,val,train,val,val,val,val,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val,train
4kbb,train,val,val,val,train,train,train,train,train,val,val,train,val,val,train,val,train,train,val,train,train,train,train,train,train
4kdi,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val
4kfz,val,train,val,val,train,train,train,train,val,train,train,val,train,train,train,val,val,train,train,train,train,train,train,val,train
4kjy,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4kr0,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,val,val,train
4krl,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
4kt1,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val
4kv5,train,train,train,val,val,train,val,train,val,train,val,train,train,val,train,train,train,val,val,train,val,train,train,train,train
4kvg,train,val,val,val,train,val,val,val,val,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val,train
4l0p,val,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,val,val,train,train,train,train,train,val
4l67,val,val,val,train,val,train,train,train,val,train,train,train,train,train,train,val,val,train,train,val,val,train,val,train,train
4lgp,val,train,val,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train
4llo,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,val,train,train,val,train,train,train,train,val,train
4lqw,val,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,val,train,val,train,train,train,train,train
4lyl,train,train,train,val,train,train,val,train,val,train,train,train,val,train,val,train,train,val,train,train,train,train,val,train,train
4lzx,train,train,train,train,train,val,val,train,val,val,val,train,val,val,train,train,val,train,train,train,train,val,train,train,train
4m0w,train,train,train,train,train,train,train,val,val,val,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train
4m1l,train,train,train,train,train,val,val,train,val,val,val,train,val,val,train,train,val,train,train,train,train,val,train,train,train
4m5f,val,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train
4m62,val,train,val,train,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,train,val,train
4m6b,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,val,val,train,val,train,train,train,train,train
4m76,train,train,val,val,train,train,train,val,train,val,val,train,train,train,train,train,val,val,train,train,train,train,train,val,train
4m8q,val,train,val,train,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,train,val,train
4mhh,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4mi8,train,train,val,val,train,train,train,train,train,train,val,train,train,train,val,val,val,train,train,train,train,train,train,train,train
4mit,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,val,val,val,train,val,train,val,train,val,train
4mjs,val,val,train,train,val,train,val,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,val,train
4ml7,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val
4mp0,train,train,train,val,train,val,train,train,train,train,train,val,train,val,train,train,val,train,train,train,val,train,train,train,train
4mqv,val,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,val,train
4mrt,train,val,train,train,val,train,train,train,train,val,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train
4msm,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train
4myw,val,train,train,train,train,train,train,train,train,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train,train
4n7z,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,val,train,train,train
4ne9,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train
4niq,train,val,train,val,train,train,train,val,train,train,val,val,train,train,train,val,val,val,train,train,val,val,train,train,train
4nl9,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train
4nm3,train,train,val,train,train,train,val,train,train,train,val,val,val,train,train,train,train,train,val,train,train,train,train,val,train
4noo,train,val,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train
4nqw,val,val,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,train,val,train,train
4nso,train,val,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train
4odx,val,train,val,train,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,val,train,train,val,train
4ofy,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4ojk,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,val,val,val,val
4ons,train,train,train,train,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,train,val,val,train,val
4ovn,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,val
4oyd,train,train,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train
4p3y,train,train,train,val,train,train,train,train,val,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,train
4p59,train,val,train,val,train,train,val,val,train,train,val,val,train,val,train,train,train,train,train,train,val,train,train,train,train
4p5t,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4pas,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val
4pbv,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4pbw,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4pbz,train,train,train,train,train,val,train,train,val,train,val,train,train,train,val,train,train,val,train,train,train,val,train,train,val
4pc0,train,train,train,train,train,val,train,train,val,train,val,train,train,train,val,train,train,val,train,train,train,val,train,train,val
4peq,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,val,train,val,train,val,train,train,train
4pgj,val,train,train,val,val,train,train,val,train,train,train,val,train,train,train,val,val,train,train,train,train,train,val,train,train
4pj2,val,val,train,train,val,train,train,train,train,val,train,train,train,train,val,train,val,train,train,val,train,val,val,train,train
4plo,train,train,val,train,train,train,train,train,train,train,val,val,train,train,val,train,train,train,train,val,val,train,train,val,train
4pou,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,val,train
4ps4,train,train,train,train,train,val,val,train,train,train,train,val,val,train,val,train,train,train,train,val,train,train,train,train,val
4pvz,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train
4pw9,train,train,train,val,train,train,train,val,train,val,val,train,val,train,train,val,train,train,train,train,train,train,train,train,train
4pz6,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,val,val,train,train,train,train,train,train,val
4q5u,val,val,val,train,train,val,train,val,train,val,val,val,train,val,train,val,train,val,train,train,val,val,train,val,train
4qci,val,train,train,val,train,train,train,train,train,train,val,train,val,val,val,train,train,val,train,train,train,train,train,train,val
4qlp,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train
4qnp,val,train,train,val,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val
4qt8,val,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train
4qxa,train,val,train,val,train,train,val,val,train,train,val,train,val,train,train,train,train,train,train,train,val,val,val,train,train
4qzv,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,val,val,train
4re1,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,val
4rey,train,train,train,train,val,train,train,train,train,val,train,train,val,train,val,train,train,val,train,train,train,train,train,train,train
4rgo,train,val,train,val,train,train,train,train,val,train,train,train,val,train,val,val,train,val,val,val,train,train,val,train,train
4rjf,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,val,val,train,val,train
4rt6,train,val,train,train,val,val,val,train,train,val,val,train,train,train,val,val,train,train,train,train,train,val,train,train,train
4s0s,train,train,val,val,train,val,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,val,train,val,train
4tq0,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
4tq1,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train
4u0q,train,val,val,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
4u2x,val,train,val,train,train,val,val,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,val,val,train
4u4c,train,train,train,val,train,val,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val
4u6h,train,train,val,train,train,train,train,val,train,val,train,val,train,train,train,val,train,val,train,train,train,train,val,train,train
4u6v,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train
4udm,train,train,train,train,train,train,train,train,train,val,val,val,train,train,train,train,val,val,train,train,val,train,train,train,train
4uem,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train
4uf1,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train
4ui1,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train
4uu9,train,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,val,val,val,train,train,val,train,val
4uwx,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,val,val,train,train,train
4uyq,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train
4v0n,train,val,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train
4v0o,train,val,train,train,train,train,val,train,val,val,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train
4v2c,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
4w6w,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,val,val,val,val,train,val,val,train,train,train
4w6y,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,val,val,val,val,train,val,val,train,train,train
4wem,train,train,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,val,train
4wen,train,train,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,val,train
4weu,train,train,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,val,train
4wnd,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train
4wnn,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val,val,train,train
4wv1,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4wwi,val,val,train,train,train,train,train,train,val,val,train,train,train,val,train,train,val,train,train,train,train,val,val,train,val
4x33,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train
4x7s,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4xhu,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train
4xkl,train,val,train,val,val,train,train,val,train,train,val,val,val,train,train,train,train,train,val,val,val,train,val,train,train
4xl5,train,train,train,val,val,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train
4xoi,train,train,val,train,train,val,train,val,val,val,val,train,train,train,train,train,train,val,train,train,train,val,val,train,train
4xvp,train,train,train,val,val,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train
4xwj,train,train,train,train,val,val,val,train,train,val,train,train,train,train,train,train,val,val,train,val,train,train,train,train,train
4xxw,val,val,val,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,val
4y5o,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train
4y61,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4y8d,train,train,train,val,train,train,train,train,val,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train
4yc7,train,train,val,train,train,train,train,val,train,val,train,train,val,val,train,train,val,train,train,train,train,train,val,val,train
4yeb,val,train,train,train,train,val,val,val,val,train,train,val,train,train,val,val,train,train,train,val,val,val,train,train,val
4yfd,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4yh7,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
4yiq,train,train,train,val,train,train,val,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val
4yiz,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,val,train,val,train,train,train,train,val,train
4yl8,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,val,train,val,train,val,val,train
4yn0,train,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,val,train,train,train,train,train,train,train,val
4yoc,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,val,val,train,val,train,train
4ypg,val,train,val,val,val,val,val,train,train,train,train,train,train,val,val,train,train,val,val,train,val,train,val,val,val
4ypi,train,train,val,train,train,train,val,train,val,train,train,train,train,train,val,val,train,train,val,train,train,val,train,val,train
4yvq,train,train,train,train,val,train,val,val,val,val,train,val,train,train,train,val,train,train,train,val,train,train,train,val,train
4yyp,train,train,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
4z80,train,val,val,train,train,val,train,val,val,train,train,train,train,train,train,val,train,train,val,train,train,val,train,train,val
4z9k,val,train,val,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train
4zff,val,train,train,val,train,train,train,train,train,train,val,train,val,val,val,train,train,val,train,train,train,train,train,train,val
4zfg,train,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,val,train,val,train,train,train,train,train,train
4zgq,train,train,val,train,val,train,train,train,train,val,val,val,val,val,val,val,train,val,train,train,val,train,val,val,train
4zi2,train,train,train,train,train,val,train,train,train,val,train,val,train,train,val,val,train,val,train,train,val,val,train,train,val
4zk9,train,val,train,train,train,train,train,train,val,val,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train
4zlt,train,train,train,train,val,val,train,train,train,val,train,val,val,train,val,train,train,val,train,train,train,train,train,val,train
4zqu,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train
4zrj,train,val,val,train,train,train,val,train,train,train,val,val,val,val,train,train,train,train,train,train,train,val,train,val,train
4zrk,train,val,train,train,train,train,val,val,val,train,train,train,val,train,train,train,train,train,train,val,val,val,train,train,train
4zs6,train,train,train,train,train,val,train,train,train,val,val,val,val,train,val,train,train,train,train,train,train,train,train,train,train
4zv4,train,val,train,train,val,train,train,train,val,val,train,train,val,val,train,train,val,train,train,train,train,train,train,train,train
5aam,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5aaw,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5abv,train,train,train,train,train,train,train,val,train,val,val,train,val,train,val,train,train,val,train,train,train,train,val,train,train
5ajj,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train
5ayr,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train
5ays,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train
5b64,val,train,val,val,val,train,train,val,train,val,train,train,train,train,val,train,val,train,train,val,train,train,train,val,train
5b71,train,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,val,val,val,train,train,val,train,val
5bk1,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5bn5,train,train,train,train,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,train,train,train,train,train,train
5bnq,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train
5bo1,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
5bvp,val,train,train,train,val,train,train,val,train,train,val,train,val,val,train,train,val,val,train,train,val,train,train,val,train
5c4v,train,train,train,train,train,train,val,train,val,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train
5cmn,val,train,train,train,train,val,val,val,val,train,train,val,train,train,val,val,train,train,train,val,val,val,train,train,val
5ctr,train,val,train,train,train,train,val,val,val,val,train,val,train,train,train,train,val,val,train,train,val,train,train,train,train
5czf,train,train,train,val,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train
5czv,train,val,val,train,val,val,train,train,val,val,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train
5d1k,train,val,val,train,train,train,train,train,train,val,train,val,train,val,train,val,train,train,train,train,train,train,val,val,train
5d1q,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train
5d1x,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train
5d1z,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5d5m,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5d7l,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5d8j,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,val,train,val,train,train,train,train
5d93,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5d96,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5dc4,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5dcq,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,val,val,val
5dfw,train,train,val,train,val,train,val,train,train,train,train,val,train,train,val,val,train,train,train,train,train,train,val,train,train
5djt,val,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train
5dju,val,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train
5dmi,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5dmj,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5do2,train,train,train,train,train,val,train,train,train,val,val,val,val,train,val,train,train,train,train,train,train,train,train,train,train
5dob,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
5e3e,val,train,val,train,val,train,val,val,train,val,train,train,train,train,val,train,train,train,train,val,val,train,train,train,train
5e6p,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,val,train,train,train,val,train,train
5e7f,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,val,train,train,train
5e8e,train,train,train,train,train,train,train,train,train,val,val,train,train,val,train,train,val,train,train,train,val,val,train,val,train
5e95,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5eb1,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,val,val,train,val,train,train
5elu,train,val,val,train,train,val,val,val,train,train,train,train,train,train,train,val,val,train,train,val,train,val,train,train,train
5eo9,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5ep6,train,train,val,train,train,train,val,train,train,train,val,train,val,val,val,val,val,train,train,train,val,train,train,train,train
5eql,train,val,val,train,train,val,val,val,train,train,train,train,train,train,train,val,val,train,train,val,train,val,train,train,train
5et1,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,val,train,val,val,train,train,train,train
5f3b,train,train,train,val,val,train,val,train,val,train,val,train,train,val,train,train,train,val,val,train,val,train,train,train,train
5f3x,train,val,train,train,train,train,train,val,val,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,val
5f4e,train,val,train,train,val,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,val,train
5f5o,train,train,val,train,train,train,val,train,val,train,train,train,train,train,val,val,train,train,val,train,train,val,train,val,train
5f5s,train,train,train,val,train,train,train,train,train,train,train,val,train,train,val,val,val,train,train,val,train,train,train,train,val
5fhx,train,train,train,train,train,train,val,train,train,val,train,train,val,train,val,train,train,train,train,train,train,train,train,train,train
5fv2,val,train,train,val,train,train,train,train,train,train,val,train,val,val,val,train,train,val,train,train,train,train,train,train,val
5fvk,train,val,train,val,train,train,train,val,train,train,val,val,train,train,train,val,val,val,train,train,val,val,train,train,train
5g15,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5g1x,val,train,train,val,train,train,train,train,train,val,train,train,val,train,val,train,train,train,train,train,val,train,train,val,train
5gjk,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train
5glh,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,val,train,val,train,train,train,train
5gtb,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train
5gzo,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5h3j,val,val,val,train,val,train,val,val,train,val,val,val,train,train,train,val,train,train,train,train,val,train,train,train,train
5h7y,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val
5h9b,val,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train
5hdq,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train
5hhx,train,train,train,val,val,train,train,train,train,train,train,val,train,val,train,train,val,train,train,train,val,val,train,train,train
5hpk,train,train,val,train,val,train,train,train,train,train,train,train,train,train,val,train,val,val,train,train,val,val,train,val,val
5hvg,train,train,train,val,val,train,train,val,train,train,train,val,train,train,val,val,val,train,train,train,train,train,train,train,train
5i5k,train,train,train,train,train,train,train,train,train,val,val,train,train,val,val,train,train,val,val,val,train,train,val,train,val
5ibl,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5ikc,train,train,val,train,val,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,val
5imk,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5imm,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5imt,val,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,val,train,train,train,train,train,train,val,train
5inb,val,train,val,val,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train
5ioh,val,train,val,val,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train
5ip4,train,train,train,train,train,train,train,train,train,train,val,val,val,train,train,train,train,train,train,train,train,train,val,train,train
5ius,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5ivn,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,val,train,train,train,train,train,train,train,train
5ixd,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,val,train,train,val,val
5j28,val,train,val,val,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train
5j8h,train,val,train,train,val,train,val,val,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,val
5jds,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5jg6,train,train,train,train,train,train,val,train,val,train,val,train,train,train,val,train,val,train,train,train,train,train,val,train,val
5jjd,val,train,train,train,train,train,train,train,train,train,val,train,val,val,val,train,train,val,val,train,train,train,train,train,train
5jke,train,val,train,train,val,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,val,train
5jlv,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,val,val,train,train,val,val,val,train,train
5jmc,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,val,val,train,train,val,val,val,train,train
5jq6,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,val,val
5jsb,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train
5jsn,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train
5jw7,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train
5jw9,train,train,train,train,val,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,val,train,val,train,train
5jyl,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train
5jze,val,train,val,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train
5k22,train,train,train,train,train,train,train,train,train,val,val,train,val,train,train,train,train,val,train,train,train,val,train,val,train
5k39,train,val,val,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train
5k59,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train
5kvf,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5kw9,val,train,val,val,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train
5l21,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5lqb,train,val,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,val
5lxq,train,train,train,train,train,train,train,train,train,val,val,train,val,train,train,train,train,val,train,train,train,val,train,val,train
